Age,Gender,Weight (kg),Height (cm),Activity,Duration (minutes),Calories
23,Male,79,189,Walking,15,69.12
22,Male,58,157,Swimming,70,473.67
42,Female,97,167,Yoga,20,80.83
35,Female,92,165,Swimming,40,429.33
28,Female,69,168,Walking,55,221.38
39,Male,96,171,Running,10,156.8
28,Female,72,158,Jump rope,55,811.8
57,Female,57,169,Walking,90,299.25
29,Male,90,175,Cycling,55,660.0
26,Female,69,179,Swimming,15,120.75
29,Female,61,164,Walking,20,71.17
43,Female,94,166,Jump rope,75,1445.25
43,Male,82,190,Running,25,334.83
56,Female,90,173,Cycling,90,1080.0
50,Male,56,174,Walking,55,179.67
43,Male,95,155,Walking,15,83.12
48,Female,68,169,Cycling,30,272.0
44,Male,75,156,Swimming,40,350.0
52,Male,81,162,Walking,90,425.25
27,Female,78,189,Cycling,10,104.0
45,Male,100,160,Walking,85,495.83
59,Male,87,152,Swimming,10,101.5
53,Male,74,179,Swimming,25,215.83
20,Female,49,160,Running,60,480.2
43,Female,94,172,Walking,30,164.5
54,Female,68,188,Jump rope,30,418.2
53,Female,74,152,Jump rope,85,1289.45
55,Female,63,175,Swimming,30,220.5
50,Male,49,162,Walking,85,242.96
29,Male,60,188,Swimming,15,105.0
56,Female,97,170,Walking,40,226.33
33,Female,50,156,Swimming,70,408.33
51,Male,100,151,Cycling,50,666.67
59,Male,94,178,Walking,30,164.5
20,Male,88,152,Yoga,90,330.0
50,Male,67,179,Walking,60,234.5
42,Female,74,165,Yoga,10,30.83
28,Female,79,175,Jump rope,70,1133.65
35,Female,61,152,Running,55,547.98
19,Male,62,171,Swimming,15,108.5
42,Male,54,187,Swimming,40,252.0
33,Female,99,151,Swimming,85,981.75
28,Female,52,180,Jump rope,70,746.2
43,Female,78,167,Yoga,25,81.25
48,Female,78,176,Cycling,75,780.0
50,Female,56,165,Cycling,65,485.33
42,Male,56,187,Cycling,85,634.67
38,Female,49,166,Walking,85,242.96
42,Female,67,155,Walking,70,273.58
41,Female,51,175,Cycling,75,510.0
56,Female,90,177,Running,50,735.0
27,Female,60,189,Cycling,50,400.0
21,Male,80,174,Walking,40,186.67
24,Male,73,184,Walking,45,191.62
20,Male,99,163,Yoga,30,123.75
27,Female,46,158,Cycling,70,429.33
46,Female,62,150,Cycling,70,578.67
33,Male,94,157,Swimming,10,109.67
36,Female,84,188,Running,15,205.8
54,Female,81,184,Running,30,396.9
30,Male,61,158,Running,25,249.08
38,Female,84,172,Cycling,80,896.0
18,Female,55,167,Running,45,404.25
40,Male,93,172,Cycling,55,682.0
40,Female,100,153,Walking,85,495.83
47,Female,74,180,Yoga,20,61.67
54,Male,71,186,Yoga,85,251.46
60,Female,61,164,Yoga,90,228.75
42,Male,90,190,Jump rope,90,1660.5
45,Female,72,183,Cycling,45,432.0
22,Male,63,184,Swimming,70,514.5
48,Female,88,168,Swimming,15,154.0
52,Female,93,168,Running,80,1215.2
19,Female,63,154,Yoga,40,105.0
37,Female,58,158,Jump rope,60,713.4
56,Female,87,167,Running,35,497.35
39,Male,75,177,Swimming,50,437.5
58,Male,59,186,Jump rope,70,846.65
33,Female,48,161,Cycling,70,448.0
40,Female,57,154,Running,80,744.8
52,Female,78,156,Yoga,85,276.25
47,Male,79,178,Yoga,40,131.67
36,Female,58,163,Cycling,85,657.33
58,Female,82,186,Cycling,35,382.67
45,Female,100,161,Swimming,45,525.0
21,Female,62,181,Running,35,354.43
33,Male,50,161,Swimming,55,320.83
37,Male,59,173,Swimming,65,447.42
55,Male,60,157,Cycling,80,640.0
50,Male,90,159,Swimming,15,157.5
19,Male,68,160,Jump rope,60,836.4
45,Female,79,157,Running,55,709.68
29,Female,60,184,Walking,75,262.5
19,Female,52,165,Jump rope,90,959.4
52,Female,99,176,Yoga,15,61.88
20,Female,100,161,Cycling,40,533.33
53,Female,46,171,Yoga,85,162.92
46,Female,100,162,Cycling,30,400.0
59,Male,52,172,Yoga,60,130.0
45,Male,84,184,Running,80,1097.6
25,Female,100,181,Jump rope,40,820.0
39,Male,72,154,Swimming,50,420.0
54,Male,65,176,Jump rope,50,666.25
41,Female,77,155,Swimming,75,673.75
40,Female,48,171,Jump rope,30,295.2
26,Female,57,166,Swimming,65,432.25
45,Female,71,167,Cycling,40,378.67
53,Female,77,183,Walking,90,404.25
31,Male,81,164,Swimming,75,708.75
57,Female,70,153,Running,55,628.83
42,Male,67,176,Swimming,55,429.92
60,Male,86,159,Walking,20,100.33
36,Female,71,176,Cycling,60,568.0
27,Male,68,170,Jump rope,35,487.9
19,Male,67,155,Swimming,45,351.75
19,Female,93,179,Yoga,15,58.12
44,Female,88,171,Walking,80,410.67
28,Male,66,157,Cycling,85,748.0
42,Female,51,178,Swimming,75,446.25
27,Female,88,162,Swimming,45,462.0
46,Male,61,167,Jump rope,30,375.15
50,Male,45,179,Swimming,10,52.5
42,Male,73,167,Running,10,119.23
32,Female,56,187,Walking,10,32.67
27,Female,71,150,Yoga,35,103.54
58,Male,59,166,Swimming,80,550.67
52,Male,46,188,Cycling,45,276.0
18,Male,75,176,Yoga,10,31.25
47,Male,75,159,Yoga,60,187.5
54,Male,100,171,Walking,25,145.83
35,Male,68,156,Jump rope,30,418.2
58,Female,56,173,Jump rope,15,172.2
31,Female,49,185,Swimming,15,85.75
49,Male,85,150,Yoga,40,141.67
52,Male,94,154,Running,80,1228.27
46,Male,64,156,Yoga,40,106.67
37,Male,95,152,Cycling,35,443.33
44,Female,75,170,Swimming,90,787.5
29,Female,89,159,Walking,60,311.5
21,Female,60,171,Jump rope,45,553.5
47,Female,83,189,Yoga,45,155.62
40,Male,56,189,Yoga,85,198.33
53,Male,55,171,Swimming,70,449.17
44,Male,50,151,Yoga,40,83.33
58,Male,99,156,Walking,40,231.0
28,Male,66,166,Swimming,50,385.0
58,Female,100,173,Yoga,45,187.5
45,Female,87,166,Cycling,65,754.0
18,Female,52,152,Cycling,10,69.33
31,Female,52,161,Yoga,50,108.33
54,Male,82,161,Cycling,60,656.0
56,Male,54,163,Yoga,35,78.75
56,Male,57,178,Swimming,10,66.5
57,Female,83,190,Swimming,45,435.75
34,Male,99,187,Cycling,75,990.0
30,Male,74,175,Jump rope,20,303.4
50,Female,53,188,Jump rope,60,651.9
54,Male,79,180,Yoga,50,164.58
28,Female,67,164,Cycling,45,402.0
25,Male,98,184,Cycling,70,914.67
60,Female,74,173,Jump rope,65,986.05
41,Female,65,190,Jump rope,80,1066.0
56,Male,96,183,Swimming,75,840.0
33,Female,89,178,Jump rope,75,1368.38
22,Female,63,179,Cycling,80,672.0
29,Male,66,163,Walking,80,308.0
40,Female,100,151,Cycling,15,200.0
34,Female,62,168,Running,25,253.17
26,Female,59,189,Running,30,289.1
58,Female,48,182,Cycling,40,256.0
22,Female,92,178,Yoga,45,172.5
49,Female,75,183,Walking,80,350.0
32,Male,81,163,Jump rope,20,332.1
32,Female,65,174,Cycling,15,130.0
36,Female,88,182,Swimming,40,410.67
51,Male,57,165,Yoga,45,106.88
33,Female,94,175,Swimming,90,987.0
59,Male,60,181,Walking,65,227.5
48,Male,80,186,Running,85,1110.67
19,Male,48,158,Running,45,352.8
18,Male,58,171,Walking,45,152.25
26,Female,58,172,Yoga,50,120.83
27,Male,93,184,Jump rope,50,953.25
47,Male,96,185,Yoga,50,200.0
42,Female,82,165,Yoga,50,170.83
45,Male,81,167,Jump rope,65,1079.33
35,Female,93,151,Cycling,50,620.0
23,Male,50,159,Walking,65,189.58
43,Male,63,161,Swimming,20,147.0
36,Male,90,164,Yoga,40,150.0
30,Female,100,187,Cycling,55,733.33
28,Female,46,158,Walking,60,161.0
60,Male,82,160,Jump rope,20,336.2
18,Male,99,159,Yoga,65,268.12
38,Male,87,159,Cycling,25,290.0
50,Female,81,170,Cycling,35,378.0
20,Male,45,176,Walking,70,183.75
20,Male,46,162,Swimming,40,214.67
29,Male,69,150,Cycling,10,92.0
56,Male,76,157,Yoga,50,158.33
33,Male,67,153,Swimming,45,351.75
22,Male,70,168,Cycling,75,700.0
30,Male,46,168,Running,80,601.07
38,Female,51,156,Walking,70,208.25
23,Male,89,183,Running,40,581.47
19,Male,69,155,Walking,20,80.5
43,Male,81,166,Walking,50,236.25
20,Male,81,167,Cycling,10,108.0
48,Female,62,185,Running,70,708.87
19,Male,52,186,Cycling,45,312.0
50,Male,67,172,Jump rope,90,1236.15
25,Female,97,184,Jump rope,75,1491.38
40,Female,70,187,Walking,25,102.08
51,Male,50,189,Cycling,25,166.67
55,Male,91,151,Yoga,30,113.75
25,Female,93,184,Jump rope,20,381.3
43,Male,66,157,Yoga,10,27.5
48,Male,57,183,Swimming,50,332.5
46,Male,45,181,Swimming,70,367.5
60,Female,58,176,Cycling,60,464.0
29,Male,78,154,Yoga,10,32.5
43,Male,61,160,Running,35,348.72
54,Female,45,188,Walking,60,157.5
20,Female,89,151,Yoga,25,92.71
50,Male,85,180,Running,60,833.0
56,Male,93,188,Yoga,35,135.62
58,Female,100,158,Yoga,20,83.33
35,Female,57,166,Walking,55,182.88
39,Male,96,151,Walking,45,252.0
45,Female,77,175,Yoga,30,96.25
26,Female,64,188,Walking,10,37.33
55,Male,80,185,Walking,60,280.0
51,Female,53,173,Cycling,80,565.33
59,Female,97,159,Yoga,50,202.08
18,Female,69,181,Running,10,112.7
57,Female,61,177,Yoga,55,139.79
36,Female,70,186,Walking,75,306.25
46,Female,47,168,Walking,50,137.08
55,Female,64,163,Running,45,470.4
46,Male,73,153,Walking,20,85.17
18,Female,75,168,Yoga,75,234.38
43,Female,84,189,Jump rope,40,688.8
24,Female,47,187,Running,70,537.37
48,Female,100,172,Yoga,30,125.0
57,Female,70,153,Jump rope,10,143.5
33,Male,88,174,Swimming,45,462.0
37,Male,67,159,Running,70,766.03
28,Male,75,184,Walking,20,87.5
52,Male,87,166,Walking,80,406.0
20,Female,98,154,Walking,25,142.92
47,Female,67,165,Running,35,383.02
25,Male,47,176,Jump rope,40,385.4
20,Male,72,179,Cycling,25,240.0
47,Female,87,162,Jump rope,15,267.53
52,Male,87,178,Swimming,30,304.5
38,Male,91,184,Running,40,594.53
32,Female,61,186,Cycling,45,366.0
36,Male,95,160,Jump rope,40,779.0
58,Female,80,176,Swimming,10,93.33
22,Male,47,183,Cycling,65,407.33
57,Female,93,165,Running,25,379.75
54,Male,83,169,Cycling,85,940.67
42,Female,66,185,Walking,70,269.5
37,Male,87,169,Cycling,30,348.0
54,Female,78,153,Swimming,40,364.0
39,Female,88,189,Running,10,143.73
36,Female,60,188,Swimming,65,455.0
44,Female,55,183,Yoga,80,183.33
46,Female,100,167,Cycling,85,1133.33
49,Female,64,167,Jump rope,80,1049.6
56,Female,80,167,Walking,50,233.33
20,Male,77,179,Jump rope,25,394.62
42,Female,65,172,Running,85,902.42
59,Male,46,168,Walking,20,53.67
30,Female,64,158,Jump rope,40,524.8
40,Female,83,159,Cycling,80,885.33
59,Male,96,156,Swimming,85,952.0
30,Female,54,164,Walking,70,220.5
32,Male,61,154,Yoga,25,63.54
33,Male,79,184,Running,70,903.23
29,Female,66,163,Cycling,10,88.0
42,Male,52,182,Running,55,467.13
58,Male,65,188,Swimming,75,568.75
27,Female,83,161,Walking,55,266.29
42,Female,58,159,Yoga,30,72.5
40,Male,97,183,Cycling,85,1099.33
24,Female,46,162,Yoga,25,47.92
54,Female,68,169,Yoga,45,127.5
47,Female,99,158,Swimming,60,693.0
48,Female,97,153,Cycling,65,840.67
48,Male,79,187,Cycling,65,684.67
20,Male,99,155,Walking,20,115.5
35,Female,91,186,Cycling,70,849.33
32,Female,73,165,Jump rope,60,897.9
47,Male,99,172,Swimming,65,750.75
35,Female,94,176,Cycling,75,940.0
41,Male,55,183,Walking,50,160.42
32,Female,58,188,Running,80,757.87
20,Male,54,183,Yoga,65,146.25
41,Male,70,156,Jump rope,55,789.25
27,Male,91,166,Swimming,85,902.42
24,Female,68,151,Cycling,50,453.33
41,Female,87,173,Yoga,10,36.25
19,Male,78,159,Walking,20,91.0
47,Male,70,178,Running,85,971.83
21,Male,100,160,Running,40,653.33
44,Female,57,190,Jump rope,15,175.28
30,Female,59,190,Cycling,10,78.67
34,Male,67,156,Jump rope,10,137.35
23,Male,54,175,Swimming,85,535.5
43,Male,53,166,Cycling,25,176.67
26,Male,53,160,Walking,80,247.33
41,Male,69,154,Cycling,10,92.0
60,Male,45,182,Running,85,624.75
20,Female,90,156,Swimming,30,315.0
50,Male,84,187,Walking,10,49.0
28,Male,76,166,Swimming,45,399.0
53,Male,73,180,Running,35,417.32
51,Female,93,188,Running,35,531.65
53,Female,95,155,Running,80,1241.33
57,Female,62,179,Walking,75,271.25
34,Female,84,162,Running,50,686.0
51,Female,49,185,Running,10,80.03
60,Female,100,182,Running,90,1470.0
39,Female,47,160,Walking,85,233.04
59,Male,91,168,Walking,10,53.08
45,Male,84,156,Walking,60,294.0
55,Male,61,163,Cycling,40,325.33
57,Male,77,151,Walking,15,67.38
30,Female,53,177,Walking,80,247.33
43,Male,88,167,Walking,45,231.0
21,Female,91,170,Cycling,15,182.0
34,Female,88,189,Yoga,15,55.0
37,Male,57,159,Swimming,65,432.25
31,Male,98,169,Jump rope,35,703.15
45,Male,54,150,Walking,70,220.5
51,Male,71,158,Cycling,30,284.0
56,Male,98,176,Swimming,20,228.67
19,Male,79,166,Cycling,40,421.33
55,Male,61,181,Cycling,75,610.0
46,Male,86,183,Jump rope,25,440.75
55,Female,72,171,Walking,25,105.0
56,Male,48,173,Walking,30,84.0
58,Female,61,183,Yoga,85,216.04
23,Male,99,171,Yoga,60,247.5
46,Female,66,165,Yoga,90,247.5
55,Male,92,159,Jump rope,10,188.6
49,Male,65,153,Cycling,30,260.0
26,Male,61,188,Running,60,597.8
42,Male,74,159,Running,30,362.6
57,Female,66,184,Jump rope,40,541.2
40,Female,84,159,Running,15,205.8
35,Female,97,167,Yoga,35,141.46
32,Male,92,172,Swimming,30,322.0
26,Female,59,154,Swimming,45,309.75
44,Male,55,155,Swimming,80,513.33
54,Female,46,159,Walking,90,241.5
49,Male,59,154,Walking,15,51.62
40,Male,49,183,Swimming,85,485.92
37,Female,71,172,Cycling,60,568.0
44,Male,53,150,Walking,35,108.21
20,Male,91,163,Running,55,817.48
43,Female,55,189,Cycling,50,366.67
40,Female,67,175,Running,50,547.17
26,Male,81,183,Running,90,1190.7
50,Female,76,166,Walking,10,44.33
44,Female,64,179,Swimming,55,410.67
27,Male,82,187,Cycling,70,765.33
22,Male,93,176,Swimming,70,759.5
43,Male,54,165,Jump rope,65,719.55
59,Male,46,189,Running,70,525.93
55,Male,49,156,Walking,50,142.92
39,Male,57,150,Jump rope,50,584.25
27,Female,89,189,Yoga,65,241.04
50,Female,86,174,Running,90,1264.2
22,Male,83,165,Jump rope,70,1191.05
59,Male,82,159,Swimming,65,621.83
19,Female,86,157,Swimming,60,602.0
57,Male,89,176,Running,80,1162.93
29,Female,51,157,Swimming,30,178.5
58,Male,50,180,Cycling,90,600.0
24,Male,95,187,Jump rope,40,779.0
57,Male,71,186,Jump rope,50,727.75
49,Female,99,160,Cycling,10,132.0
37,Female,72,161,Cycling,70,672.0
49,Female,55,168,Jump rope,15,169.12
43,Male,59,153,Swimming,30,206.5
57,Male,92,153,Cycling,30,368.0
30,Female,93,154,Swimming,85,922.25
49,Female,82,176,Yoga,65,222.08
33,Female,48,170,Walking,80,224.0
25,Female,85,170,Jump rope,80,1394.0
35,Male,84,173,Jump rope,35,602.7
48,Female,79,167,Walking,30,138.25
53,Female,87,190,Jump rope,10,178.35
32,Male,71,162,Yoga,50,147.92
51,Female,100,180,Walking,55,320.83
30,Male,80,177,Running,50,653.33
45,Female,93,186,Swimming,10,108.5
46,Male,67,159,Jump rope,25,343.38
52,Male,94,184,Swimming,25,274.17
34,Male,99,182,Jump rope,70,1420.65
47,Male,73,166,Jump rope,45,673.43
45,Male,50,176,Yoga,70,145.83
54,Female,84,154,Swimming,15,147.0
53,Female,97,152,Running,75,1188.25
43,Male,63,176,Yoga,75,196.88
59,Female,62,189,Cycling,85,702.67
52,Female,60,157,Yoga,75,187.5
43,Female,81,174,Swimming,45,425.25
44,Female,98,175,Running,65,1040.43
48,Male,90,171,Cycling,40,480.0
52,Male,62,154,Jump rope,60,762.6
24,Female,45,177,Jump rope,10,92.25
53,Female,84,151,Jump rope,90,1549.8
30,Male,100,188,Running,90,1470.0
58,Female,54,180,Swimming,30,189.0
24,Male,99,176,Cycling,75,990.0
49,Male,63,178,Cycling,40,336.0
24,Male,95,162,Swimming,45,498.75
57,Female,98,167,Walking,60,343.0
44,Male,56,166,Cycling,50,373.33
18,Female,93,175,Yoga,60,232.5
33,Female,90,169,Walking,45,236.25
32,Female,62,183,Walking,40,144.67
56,Female,67,169,Jump rope,75,1030.12
46,Female,48,164,Running,50,392.0
48,Male,93,182,Swimming,45,488.25
20,Male,56,189,Jump rope,25,287.0
43,Male,53,181,Running,20,173.13
59,Female,74,175,Cycling,20,197.33
48,Female,64,171,Yoga,55,146.67
60,Female,49,176,Cycling,55,359.33
28,Male,63,163,Swimming,65,477.75
35,Female,83,155,Cycling,80,885.33
45,Female,90,180,Running,30,441.0
56,Female,93,155,Walking,50,271.25
25,Male,94,165,Running,35,537.37
48,Male,52,184,Yoga,60,130.0
45,Female,52,153,Jump rope,30,319.8
50,Male,74,166,Running,20,241.73
42,Female,68,164,Yoga,25,70.83
48,Female,82,161,Cycling,20,218.67
35,Male,71,179,Yoga,80,236.67
32,Female,81,170,Yoga,45,151.88
20,Male,46,184,Cycling,50,306.67
59,Male,80,187,Swimming,70,653.33
59,Male,69,156,Running,60,676.2
39,Male,84,164,Yoga,65,227.5
45,Male,52,166,Yoga,20,43.33
21,Female,64,187,Yoga,10,26.67
51,Female,71,190,Walking,45,186.38
36,Female,62,188,Walking,65,235.08
49,Female,62,157,Walking,35,126.58
56,Female,69,155,Running,40,450.8
60,Female,69,171,Cycling,15,138.0
60,Male,67,179,Yoga,10,27.92
44,Male,77,168,Cycling,50,513.33
49,Male,84,185,Jump rope,90,1549.8
24,Male,96,151,Running,85,1332.8
57,Male,96,182,Swimming,15,168.0
55,Female,63,162,Running,75,771.75
28,Male,51,175,Yoga,60,127.5
31,Female,73,178,Running,65,775.02
31,Female,58,189,Swimming,60,406.0
28,Female,75,171,Swimming,90,787.5
48,Female,70,170,Jump rope,15,215.25
52,Female,45,150,Running,85,624.75
51,Male,76,156,Running,70,868.93
56,Male,86,152,Jump rope,30,528.9
39,Female,91,174,Swimming,35,371.58
43,Female,59,175,Walking,55,189.29
22,Male,96,160,Swimming,25,280.0
37,Female,94,176,Walking,90,493.5
41,Female,94,190,Cycling,35,438.67
42,Male,61,185,Walking,25,88.96
27,Female,89,157,Running,15,218.05
57,Female,63,157,Running,70,720.3
20,Male,47,183,Swimming,50,274.17
33,Female,78,171,Running,40,509.6
52,Male,71,150,Walking,85,352.04
29,Female,65,171,Swimming,65,492.92
31,Female,91,180,Cycling,75,910.0
57,Female,68,159,Walking,65,257.83
41,Male,46,151,Jump rope,70,660.1
40,Female,54,178,Yoga,45,101.25
26,Female,60,177,Jump rope,60,738.0
36,Male,75,188,Yoga,30,93.75
48,Male,52,189,Walking,85,257.83
42,Female,48,160,Running,40,313.6
27,Male,74,165,Jump rope,30,455.1
48,Male,100,152,Swimming,85,991.67
57,Male,72,173,Running,85,999.6
42,Male,54,157,Yoga,85,191.25
35,Female,79,161,Jump rope,15,242.93
35,Male,48,168,Jump rope,45,442.8
35,Male,77,189,Walking,60,269.5
51,Female,51,176,Walking,20,59.5
37,Male,70,177,Yoga,85,247.92
32,Male,54,183,Swimming,60,378.0
36,Female,46,166,Swimming,90,483.0
19,Male,51,185,Cycling,45,306.0
57,Female,85,188,Running,25,347.08
30,Male,62,189,Yoga,60,155.0
29,Female,62,187,Walking,75,271.25
29,Female,48,179,Cycling,55,352.0
57,Female,93,189,Yoga,40,155.0
37,Male,65,159,Running,35,371.58
21,Male,56,175,Swimming,70,457.33
57,Male,53,172,Jump rope,85,923.53
30,Female,90,167,Yoga,30,112.5
24,Male,91,171,Yoga,40,151.67
30,Female,91,154,Walking,45,238.88
46,Male,96,184,Yoga,45,180.0
55,Female,84,150,Swimming,50,490.0
19,Male,95,157,Running,35,543.08
20,Female,47,157,Jump rope,85,818.98
35,Female,97,165,Running,85,1346.68
59,Female,81,176,Running,90,1190.7
39,Male,75,151,Swimming,10,87.5
31,Female,46,151,Yoga,75,143.75
20,Female,90,151,Cycling,60,720.0
35,Male,72,162,Cycling,70,672.0
48,Male,76,182,Cycling,65,658.67
50,Female,48,168,Running,35,274.4
32,Male,71,155,Jump rope,15,218.33
49,Female,45,183,Walking,80,210.0
52,Male,74,179,Yoga,35,107.92
46,Female,51,155,Swimming,90,535.5
46,Male,92,179,Walking,55,295.17
49,Female,77,182,Walking,40,179.67
31,Female,48,181,Jump rope,30,295.2
44,Female,51,157,Cycling,25,170.0
33,Male,100,178,Running,65,1061.67
47,Female,47,167,Walking,40,109.67
45,Male,93,180,Yoga,10,38.75
60,Female,55,172,Swimming,35,224.58
38,Male,90,173,Cycling,15,180.0
22,Female,82,155,Jump rope,60,1008.6
39,Male,86,173,Jump rope,75,1322.25
53,Male,57,178,Swimming,50,332.5
23,Male,100,154,Cycling,90,1200.0
29,Female,83,167,Cycling,55,608.67
58,Male,59,185,Running,35,337.28
59,Male,63,168,Jump rope,30,387.45
38,Male,46,171,Cycling,75,460.0
29,Female,90,159,Cycling,35,420.0
54,Male,51,174,Walking,35,104.12
34,Female,62,170,Running,30,303.8
41,Male,66,173,Cycling,35,308.0
36,Male,48,169,Running,50,392.0
47,Female,80,165,Swimming,40,373.33
22,Male,74,179,Running,60,725.2
20,Male,93,160,Swimming,80,868.0
24,Female,92,182,Swimming,50,536.67
48,Female,100,164,Running,85,1388.33
42,Female,77,157,Yoga,40,128.33
58,Male,78,159,Jump rope,25,399.75
46,Female,92,176,Walking,90,483.0
18,Male,49,177,Swimming,70,400.17
22,Male,49,168,Running,50,400.17
42,Female,80,163,Walking,55,256.67
48,Male,86,156,Jump rope,65,1145.95
40,Female,70,170,Cycling,85,793.33
43,Female,79,155,Running,85,1096.78
36,Male,95,182,Yoga,75,296.88
43,Male,90,168,Yoga,45,168.75
51,Female,64,175,Cycling,85,725.33
24,Female,68,171,Swimming,80,634.67
23,Male,59,159,Jump rope,40,483.8
46,Female,73,189,Yoga,15,45.62
59,Male,66,172,Swimming,40,308.0
34,Male,71,165,Cycling,40,378.67
42,Female,58,170,Swimming,80,541.33
44,Male,92,168,Cycling,90,1104.0
34,Male,81,168,Yoga,65,219.37
50,Male,46,180,Swimming,50,268.33
59,Female,93,173,Cycling,35,434.0
37,Male,93,184,Cycling,90,1116.0
25,Female,88,159,Jump rope,25,451.0
47,Male,61,168,Running,50,498.17
28,Female,60,165,Running,55,539.0
46,Male,66,166,Running,25,269.5
52,Female,52,185,Swimming,75,455.0
60,Male,93,165,Yoga,70,271.25
50,Female,65,154,Yoga,85,230.21
56,Female,92,154,Swimming,85,912.33
43,Female,81,163,Cycling,40,432.0
47,Male,70,181,Yoga,90,262.5
52,Male,92,156,Walking,35,187.83
25,Female,68,154,Running,20,222.13
45,Female,88,175,Swimming,10,102.67
59,Male,99,151,Jump rope,75,1522.12
37,Male,96,163,Yoga,50,200.0
39,Female,74,160,Swimming,80,690.67
53,Female,58,165,Cycling,40,309.33
54,Male,62,173,Yoga,25,64.58
58,Female,72,185,Running,80,940.8
34,Male,48,157,Yoga,35,70.0
19,Female,57,170,Walking,30,99.75
45,Male,75,162,Cycling,15,150.0
54,Male,72,182,Running,35,411.6
25,Female,88,178,Yoga,70,256.67
54,Male,61,167,Jump rope,55,687.78
19,Male,63,189,Yoga,65,170.62
22,Male,52,178,Jump rope,40,426.4
46,Male,45,164,Swimming,85,446.25
20,Female,83,160,Swimming,10,96.83
52,Female,91,186,Yoga,50,189.58
32,Male,58,171,Cycling,15,116.0
27,Male,79,153,Swimming,85,783.42
19,Male,66,186,Yoga,80,220.0
37,Female,78,184,Walking,40,182.0
24,Female,78,168,Cycling,80,832.0
28,Male,48,162,Yoga,20,40.0
34,Male,70,186,Yoga,85,247.92
54,Female,67,165,Cycling,70,625.33
20,Female,56,181,Yoga,25,58.33
35,Male,75,161,Walking,40,175.0
33,Male,63,152,Cycling,55,462.0
57,Female,65,172,Walking,75,284.38
40,Female,64,154,Swimming,20,149.33
39,Female,55,178,Cycling,55,403.33
54,Male,55,159,Jump rope,65,732.88
30,Female,51,163,Running,45,374.85
53,Male,66,157,Running,85,916.3
24,Female,85,186,Swimming,45,446.25
24,Male,49,183,Jump rope,60,602.7
54,Female,53,181,Jump rope,75,814.88
29,Female,80,165,Walking,10,46.67
53,Male,59,152,Running,75,722.75
59,Female,77,183,Walking,60,269.5
31,Female,45,162,Running,45,330.75
24,Female,91,165,Walking,70,371.58
26,Male,97,176,Running,35,554.52
20,Female,48,150,Jump rope,25,246.0
45,Male,93,153,Jump rope,45,857.93
37,Male,78,164,Walking,25,113.75
27,Male,86,156,Yoga,10,35.83
55,Female,79,173,Swimming,15,138.25
32,Female,82,165,Yoga,90,307.5
49,Male,54,178,Jump rope,50,553.5
37,Male,67,187,Swimming,80,625.33
27,Male,79,180,Jump rope,55,890.73
36,Female,92,190,Jump rope,35,660.1
28,Male,55,162,Jump rope,10,112.75
37,Female,58,161,Jump rope,65,772.85
34,Female,81,164,Running,55,727.65
36,Male,89,169,Jump rope,85,1550.83
53,Female,87,156,Cycling,40,464.0
19,Male,63,167,Cycling,40,336.0
44,Male,49,174,Jump rope,20,200.9
24,Female,90,182,Cycling,40,480.0
51,Female,47,174,Swimming,15,82.25
38,Male,61,186,Jump rope,80,1000.4
35,Female,83,178,Yoga,85,293.96
21,Female,89,172,Running,70,1017.57
60,Female,56,175,Swimming,10,65.33
25,Male,84,165,Jump rope,20,344.4
28,Female,85,158,Walking,40,198.33
43,Male,90,156,Yoga,85,318.75
59,Male,63,152,Jump rope,25,322.88
24,Male,92,165,Jump rope,90,1697.4
31,Male,75,161,Walking,55,240.62
52,Female,60,171,Yoga,60,150.0
19,Female,89,154,Yoga,80,296.67
43,Male,82,185,Walking,25,119.58
34,Female,79,180,Walking,75,345.62
56,Female,49,152,Running,65,520.22
27,Female,85,178,Jump rope,75,1306.88
47,Female,78,152,Yoga,30,97.5
48,Female,82,184,Cycling,80,874.67
57,Female,58,169,Running,10,94.73
36,Male,90,185,Swimming,15,157.5
31,Female,62,186,Jump rope,35,444.85
30,Female,52,167,Yoga,45,97.5
42,Male,84,185,Walking,75,367.5
34,Female,53,188,Yoga,15,33.12
60,Male,74,154,Swimming,65,561.17
54,Male,83,179,Running,25,338.92
24,Male,72,150,Running,90,1058.4
31,Male,76,168,Yoga,75,237.5
31,Female,50,152,Running,75,612.5
21,Male,64,168,Walking,30,112.0
38,Male,84,172,Yoga,65,227.5
18,Female,95,183,Swimming,65,720.42
25,Female,52,183,Yoga,45,97.5
35,Male,63,189,Walking,60,220.5
42,Female,78,176,Swimming,70,637.0
60,Male,85,186,Yoga,55,194.79
43,Male,95,156,Swimming,30,332.5
43,Male,67,155,Cycling,45,402.0
19,Male,57,168,Running,15,139.65
56,Male,80,177,Running,40,522.67
49,Male,52,165,Walking,25,75.83
44,Male,73,165,Walking,50,212.92
29,Female,47,153,Swimming,25,137.08
37,Male,64,176,Yoga,55,146.67
54,Female,91,166,Swimming,15,159.25
57,Male,65,175,Yoga,15,40.62
39,Female,48,151,Jump rope,55,541.2
58,Male,54,156,Running,45,396.9
23,Female,87,156,Yoga,45,163.12
35,Male,67,167,Running,85,930.18
38,Female,72,169,Swimming,35,294.0
21,Female,88,151,Walking,45,231.0
39,Male,78,190,Swimming,70,637.0
